country,ICAO,IATA,city_en,name_en,latitude,longitude,timezone,city,name,2019旅客,2018旅客,2019货物,2018货物,2019起降,2018起降
CN,ZSJH,JUH,Chizhou,Chizhou Jiuhuashan Airport,30.740278,117.686668,Asia/Shanghai,池州,池州九华山机场,524471,450910,934.6,834.7,5638,4880
CN,ZSJN,TNA,Jinan,Jinan Yaoqiang International Airport,36.857208,117.215897,Asia/Shanghai,济南,济南遥墙国际机场,17560507,16611795,135263.0,113627.9,129994,126828
CN,ZSJU,JUZ,Quzhou,Quzhou Airport,28.965799,118.899002,Asia/Shanghai,衢州,衢州机场,404092,251032,839.4,750.2,3604,2034
CN,ZSLD,LCX,Longyan,Longyan Guanzhishan Airport,25.6747,116.747002,Asia/Shanghai,龙岩,龙岩冠豸山机场,229087,205031,454.6,359.0,2192,1938
CN,ZSLG,LYG,Lianyungang,Lianyungang Baitabu Airport,34.571659,118.873596,Asia/Shanghai,连云港,连云港白塔埠机场,1922824,1516195,3342.9,2906.4,18118,14978
CN,ZSLQ,HYN,Huangyan,Huangyan Luqiao Airport,28.56222,121.428596,Asia/Shanghai,台州,台州路桥机场,1381321,1112199,10278.5,7581.4,10333,8268
CN,ZSLY,LYI,Linyi,Linyi Shubuling Airport,35.046112,118.411667,Asia/Shanghai,临沂,临沂启阳国际机场,2580823,2006104,10245.5,8036.5,21601,16953
CN,ZSNB,NGB,Ningbo,Ningbo Lishe International Airport,29.826679,121.461899,Asia/Shanghai,宁波,宁波栎社国际机场,12414007,11718416,106120.2,105673.2,89487,85434
CN,ZSNJ,NKG,Nanjing,Nanjing Lukou International Airport,31.742041,118.862,Asia/Shanghai,南京,南京禄口国际机场,30581685,28581546,374633.5,365054.4,234869,220849
CN,ZSNT,NTG,Nantong,Nantong Xingdong Airport,32.072922,120.975601,Asia/Shanghai,南通,南通兴东国际机场,3484484,2771326,42263.1,42989.9,34580,33781
CN,ZSOF,HFE,Hefei,Hefei Xinqiao International Airport,31.986345,116.970474,Asia/Shanghai,合肥,合肥新桥国际机场,12282384,11110596,87101.6,69787.3,95135,89005
CN,ZSPD,PVG,Shanghai,Shanghai Pudong International Airport,31.14337,121.805199,Asia/Shanghai,上海,上海浦东国际机场,76153455,74006331,3634230.4,3768572.6,511846,504794
CN,ZSQD,TAO,Qingdao,Qingdao Liuting International Airport,36.266102,120.374397,Asia/Shanghai,青岛,青岛流亭国际机场,25556278,24535738,256298.8,224533.8,186500,182642
CN,ZSQZ,JJN,Quanzhou,Quanzhou Jinjiang Airport,24.802809,118.587296,Asia/Shanghai,泉州,泉州晋江国际机场,8435805,7443161,75294.6,63845.4,65012,58319
CN,ZSRZ,RIZ,Rizhao,Rizhao Shanzihe Airport,35.399723,119.316666,Asia/Shanghai,日照,日照山字河机场,1017891,901253,1773.4,1448.7,126020,79574
CN,ZSSH,HIA,Huai'an,Huai'an Lianshui Airport,33.777222,119.147781,Asia/Shanghai,淮安,淮安涟水国际机场,2347566,1516272,10259.3,6286.0,45573,26082
CN,ZSSM,SQJ,Sanming,Sanming Shaxian Airport,26.428211,117.836914,Asia/Shanghai,三明,三明沙县机场,255569,204039,259.2,276.3,2865,2392
CN,ZSSR,SQD,Shangrao,Shangrao Sanqingshan Airport,28.39212,117.961327,Asia/Shanghai,上饶,上饶三清山机场,500156,375030,153.8,121.1,5982,4558
CN,ZSSS,SHA,Shanghai,Shanghai Hongqiao International Airport,31.19787,121.336304,Asia/Shanghai,上海,上海虹桥国际机场,45637882,43628004,423614.7,407154.6,272928,266790
CN,ZSTX,TXN,Huangshan City,Huangshan Tunxi International Airport,29.73333,118.255798,Asia/Shanghai,黄山,黄山屯溪国际机场,869681,761230,2002.4,2250.6,9288,8206
CN,ZSWF,WEF,Weifang,Weifang Airport,36.646702,119.119003,Asia/Shanghai,潍坊,潍坊南苑机场,468598,724754,13844.9,24072.0,4613,6910
CN,ZSWH,WEH,Weihai,Weihai Dashuibo Airport,37.188141,122.236069,Asia/Shanghai,威海,威海大水泊国际机场,3090766,2508155,9228.1,6764.6,25694,20889
CN,ZSWX,WUX,Wuxi,Wuxi Sunan Shuofang International Airport,31.492889,120.424377,Asia/Shanghai,无锡,苏南硕放国际机场,7973446,7207529,145128.2,123818.9,62483,56066
CN,ZSWY,WUS,Wuyishan,Wuyishan Airport,27.716667,117.966667,Asia/Shanghai,武夷山,武夷山机场,641118,643017,815.5,976.1,7087,7071
CN,ZSWZ,WNZ,Wenzhou,Wenzhou Longwan International Airport,27.91222,120.851898,Asia/Shanghai,温州,温州龙湾国际机场,12291707,11218701,81106.6,80189.5,92296,86362
CN,ZSXZ,XUZ,Xuzhou,Xuzhou Guanyin Airport,34.052925,117.554077,Asia/Shanghai,徐州,徐州观音国际机场,3005875,2518799,12068.7,10065.7,49648,51770
CN,ZSYA,YTY,Yangzhou,Yangzhou Taizhou Airport,32.563057,119.718887,Asia/Shanghai,扬州,扬州泰州国际机场,2979668,2384382,12440.6,11136.8,41422,50590
CN,ZSYC,YIC,Yichun,Yichun Mingyueshan Airport,27.803333,114.30806,Asia/Shanghai,宜春,宜春明月山机场,777861,639834,343.9,409.8,8148,7014
CN,ZSYN,YNZ,Yancheng,Yancheng Nanyang Airport,33.385555,120.125275,Asia/Shanghai,盐城,盐城南洋国际机场,2090304,1822173,8684.4,6587.1,19099,16711
CN,ZSYT,YNT,Yantai,Yantai Penglai International Airport,37.657223,120.987221,Asia/Shanghai,烟台,烟台蓬莱国际机场,10052929,8433179,57060.9,51465.0,86441,75500
CN,ZSYW,YIW,Yiwu,Yiwu Airport,29.344563,120.028809,Asia/Shanghai,金华,义乌机场,2029109,1635673,10612.9,8800.1,15511,12558
CN,ZSZS,HSN,Zhoushan,Zhoushan Putuoshan Airport,29.9342,122.362,Asia/Shanghai,舟山,舟山普陀山机场,1521949,1209675,622.6,112.4,24190,24542
CN,ZUAL,NGQ,Shi Quan He,Ngari Gunsa/Ali Kunsha Airport,32.103817,80.054276,Asia/Shanghai,阿里,阿里昆莎机场,90898,75028,17.7,27.1,1066,968
CN,ZUAS,AVA,Anshun,Anshun Huangguoshu Airport,26.260555,105.873337,Asia/Shanghai,安顺,安顺黄果树机场,368934,441391,347.0,730.0,6836,6978
CN,ZUBD,BPX,Qamdo,Qamdo Bamda Airport,30.55361,97.10833,Asia/Shanghai,昌都,昌都邦达机场,373319,325065,1330.5,1097.6,4210,3364
CN,ZUBJ,BFJ,Bijie,Bijie Feixiong Airport,27.300278,105.301392,Asia/Shanghai,毕节,毕节飞雄机场,1217071,1216557,743.2,835.1,14220,13622
CN,ZUBZ,BZX,Bazhong,Enyang Airport,31.738056,106.64389,Asia/Shanghai,巴中,巴中恩阳机场,196861,,1.2,,1460,
CN,ZUCK,CKG,Chongqing,Chongqing Jiangbei International Airport,29.71921,106.641602,Asia/Shanghai,重庆,重庆江北国际机场,44786722,41595887,410928.6,382160.8,318398,300745
CN,ZUDC,DCY,Daocheng,Daocheng Yading Airport,29.323055,100.053329,Asia/Shanghai,稻城,稻城亚丁机场,226273,242091,167.6,223.3,2612,2323
CN,ZUDX,DAX,Dazhou,Dazhou Heshi Airport,31.135012,107.426888,Asia/Shanghai,达州,达州河市机场,571290,513515,1369.0,1277.9,6930,5826
CN,ZUGU,GYS,Guangyuan,Guangyuan Panlong Airport,32.389999,105.693336,Asia/Shanghai,广元,广元盘龙机场,491287,255477,379.2,350.2,54936,30839
CN,ZUGY,KWE,Guiyang,Guiyang Longdongbao International Airport,26.538521,106.800697,Asia/Shanghai,贵阳,贵阳龙洞堡国际机场,21910911,20094681,120110.2,112396.2,167063,158567
CN,ZUGZ,GZG,Garze (Ganzi),Garze (Ganzi) Gesar Airport,31.755,99.55361,Asia/Shanghai,甘孜,甘孜格萨尔机场,9601,,0.8,,104,
CN,ZUHY,AHJ,Hongyuan,Hongyuan Airport,32.527401,102.357399,Asia/Shanghai,红原,阿坝红原机场,39502,28250,,,682,454
CN,ZUJZ,JZH,Songpan,Songpan Jiuzhai Huanglong Airport,32.856667,103.68306,Asia/Shanghai,九寨沟,九寨黄龙机场,20459,21538,21.1,20.6,286,332
CN,ZUKD,KGT,Kangding,Kangding Airport,30.13176,101.747536,Asia/Shanghai,康定,甘孜康定机场,55020,83584,17.3,90.5,1290,1444
CN,ZUKJ,KJH,Kaili,Kaili Huangping Airport,26.974167,107.980553,Asia/Shanghai,黔东南,凯里黄平机场,94791,141478,4.5,1.7,2596,3191
CN,ZULB,LLB,Libo,Libo Airport,25.452499,107.96167,Asia/Shanghai,荔波,荔波机场,155182,182668,27.4,1.1,2398,3500
CN,ZULS,LXA,Lhasa,Lhasa Gonggar Airport,29.29777,90.911942,Asia/Shanghai,拉萨,拉萨贡嘎机场,4572428,4353948,39320.2,36320.4,39065,36224
CN,ZULZ,LZO,Luzhou,Luzhou Yunlong Airport,29.030001,105.470001,Asia/Shanghai,泸州,泸州云龙机场,1861445,235360,6645.3,608.8,19414,2317
CN,ZUMT,WMT,Zunyi,Zunyi Maotai Airport,27.81638,106.33268,Asia/Shanghai,遵义,遵义茅台机场,1652124,1005463,1003.7,309.1,17370,10479
CN,ZUMY,MIG,Mianyang,Mianyang Nanjiao Airport,31.43111,104.738052,Asia/Shanghai,绵阳,绵阳南郊机场,4159370,3938882,8860.4,7586.7,189897,176550
CN,ZUNC,NAO,Nanchong,Nanchong Gaoping Airport,30.793888,106.159721,Asia/Shanghai,南充,南充高坪机场,1011625,942932,2259.6,3720.1,19406,41326
CN,ZUNP,HZH,Liping,Liping Airport,26.320213,109.153809,Asia/Shanghai,黎平,黎平机场,20064,50747,,1.8,3651,1128
CN,ZUNZ,LZY,Nyingchi,Nyingchi Mainling Airport,29.309076,94.335884,Asia/Shanghai,林芝,林芝米林机场,557878,484506,2526.2,2231.4,6894,5306
CN,ZUPS,LPF,Liupanshui,Liupanshui Yuezhao Airport,26.609417,104.978996,Asia/Shanghai,六盘水,六盘水月照机场,323636,430977,55.3,63.4,4502,5536
CN,ZUQJ,JIQ,Qianjiang,Qianjiang Wulingshan Airport,29.5175,108.82917,Asia/Shanghai,重庆,黔江武陵山机场,498128,409902,214.2,163.4,5672,4923
CN,ZURK,RKZ,Shigatse,Shigatse Peace Airport,29.351944,89.309998,Asia/Shanghai,日喀则,日喀则和平机场,155432,81349,430.2,269.3,1856,976
CN,ZUTR,TEN,Tongren,Tongren Fenghuang Airport,27.883333,109.308891,Asia/Shanghai,铜仁,铜仁凤凰机场,924490,1276640,93.4,173.9,8278,13506
CN,ZUUU,CTU,Chengdu,Chengdu Shuangliu International Airport,30.57852,103.946999,Asia/Shanghai,成都,成都双流国际机场,55858552,52950529,671903.9,665128.4,366887,352124
CN,ZUWS,WSK,Wushan,Wushan Chongqing Airport,31.06889,109.709167,Asia/Shanghai,重庆,重庆巫山机场,13363,,1.6,,184,
CN,ZUWX,WXN,Wanzhou,Wanzhou Wuqiao Airport,30.799679,108.426949,Asia/Shanghai,重庆,万州五桥机场,1151410,870042,1731.8,2048.4,20122,25310
CN,ZUXC,XIC,Xichang,Xichang Qingshan Airport,27.98908,102.184303,Asia/Shanghai,凉山,西昌青山机场,1087186,676804,1946.3,1584.2,10427,6324
CN,ZUYB,YBP,Yibin,Yibin Caiba Airport,28.797659,104.543953,Asia/Shanghai,宜宾,宜宾五粮液机场,1000744,974810,3396.1,3225.1,10116,9633
CN,ZUYI,ACX,Xingyi,Xingyi Wanfenglin Airport,25.08639,104.959442,Asia/Shanghai,黔西南,兴义万峰林机场,1384614,1120857,1364.2,1139.0,14814,12383
CN,ZUZH,PZI,Panzhihua,Panzhihua Bao'angong Airport,26.542315,101.798515,Asia/Shanghai,攀枝花,攀枝花保安营机场,547023,385358,1700.1,1330.7,5668,3986
CN,ZUZY,ZYI,Zunyi,Zunyi Xinzhou Airport,27.59,106.999725,Asia/Shanghai,遵义,遵义新舟机场,2257147,2033587,3611.9,2315.9,20759,18902
CN,ZWAK,AKU,Aksu,Aksu Airport,41.262501,80.291664,Asia/Shanghai,阿克苏,阿克苏温宿机场,1711210,1292215,8252.7,6633.3,17356,11590
CN,ZWAT,AAT,Altay,Altay Airport,47.750362,88.084442,Asia/Shanghai,阿勒泰,阿勒泰机场,498279,397391,354.3,269.9,8153,6756
CN,ZWBL,BPL,Bole,Bole Alashankou Airport,44.895,82.299721,Asia/Shanghai,博乐,博乐阿拉山口机场,303664,168933,44.4,112.3,56156,56508
CN,ZWCM,IQM,Qiemo,Qiemo Airport,38.149399,85.532799,Asia/Shanghai,且末,且末玉都机场,135663,71450,8.9,8.7,2185,1068
CN,ZWFY,FYN,Fuyun,Fuyun Koktokay Airport,46.801109,89.53833,Asia/Shanghai,富蕴,富蕴可可托海机场,65107,27638,16.0,15.9,39086,23436
CN,ZWHM,HMI,Hami City,Hami Airport,42.842499,93.669441,Asia/Shanghai,哈密,哈密机场,283483,398645,796.5,804.2,3804,4790
CN,ZWHZ,SHF,Shihezi,Shihezi Huayuan Airport,44.241669,85.891113,Asia/Shanghai,石河子,石河子花园机场,48659,169181,17.8,107.6,12194,2684
CN,ZWKC,KCA,Kuqa,Kuqa Qiuci Airport,41.718056,82.986946,Asia/Shanghai,库车,库车龟兹机场,424579,321086,491.7,473.0,5793,4202
CN,ZWKL,KRL,Korla,Korla Airport,41.689999,86.120003,Asia/Shanghai,库尔勒,库尔勒机场,2202333,1743761,8743.7,7646.0,24222,17906
CN,ZWKM,KRY,Karamay,Karamay Airport,45.466389,84.952499,Asia/Shanghai,克拉玛依,克拉玛依机场,868285,590497,700.4,419.9,21473,29832
CN,ZWKN,KJI,Burqin,Burqin Kanas Airport,48.221111,86.998055,Asia/Shanghai,布尔津,布尔津喀纳斯机场,164511,66731,9.6,2.5,3059,1496
CN,ZWNL,NLT,Xinyuan,Xinyuan Nalati Airport,43.43222,83.382225,Asia/Shanghai,新源,新源那拉提机场,113092,82057,19.5,69.0,2002,999
CN,ZWRQ,RQA,Ruogiang,Loulan Airport,38.974724,88.008331,Asia/Shanghai,若羌,若羌楼兰机场,131110,35539,34.4,46.7,2269,578
CN,ZWSC,QSZ,Shache,Shache Yeerqiang Airport,38.244999,77.059998,Asia/Shanghai,莎车,莎车叶尔羌机场,320302,212532,1076.4,523.9,4285,2356
CN,ZWSH,KHG,Kashgar,Kashgar Airport,39.542919,76.019951,Asia/Shanghai,喀什,喀什机场,2433209,2060100,10383.9,8225.0,20736,17643
CN,ZWTC,TCG,Tacheng,Tacheng Airport,46.666668,83.333336,Asia/Shanghai,塔城,塔城机场,338732,270128,230.5,131.7,7704,3684
CN,ZWTN,HTN,Hotan,Hotan Airport,37.038521,79.864929,Asia/Shanghai,和田,和田机场,1596218,1217504,5704.7,3262.7,14507,10113
CN,ZWTP,TLQ,Turpan,Turpan Jiaohe Airport,43.019962,89.074547,Asia/Shanghai,吐鲁番,吐鲁番交河机场,341953,193069,259.7,554.9,6216,3518
CN,ZWTS,TWC,Tumushuke,Tangwangcheng Airport,39.888332,79.234451,Asia/Shanghai,图木舒克,图木舒克唐王城机场,163679,887,119.6,1.5,2387,12
CN,ZWWW,URC,Urumqi,Urumqi Diwopu International Airport,43.907101,87.474243,Asia/Shanghai,乌鲁木齐,乌鲁木齐地窝堡国际机场,23963167,23027788,172800.5,157725.8,178234,176346
CN,ZWYN,YIN,Yining,Yining Airport,43.955833,81.330276,Asia/Shanghai,伊宁,伊宁机场,1477371,1332536,6789.5,4885.8,13820,12493
CN,ZYAS,AOG,Anshan,Anshan Teng'ao Airport,41.103523,122.855835,Asia/Shanghai,鞍山,鞍山腾鳌机场,182555,260922,,4.7,1750,2564
CN,ZYBA,DBC,Baicheng,Baicheng Chang'an Airport,45.50528,123.019722,Asia/Shanghai,白城,白城长安机场,65178,86246,1.0,0.9,722,1088
CN,ZYBS,NBS,Baishan,Baishan Changbaishan Airport,42.088055,127.548889,Asia/Shanghai,抚松,长白山机场,524084,549691,136.6,147.2,5738,6339
CN,ZYCC,CGQ,Changchun,Changchun Longjia International Airport,43.996208,125.685303,Asia/Shanghai,长春,长春龙嘉国际机场,13934969,12969503,88901.6,83093.0,98816,92807
CN,ZYCH,CNI,Changhai,Dalian Changhai Airport,39.268055,122.670277,Asia/Shanghai,长海,大连长海机场,3260,2720,,,436,432
CN,ZYCY,CHG,Chaoyang,Chaoyang Airport,41.538101,120.434998,Asia/Shanghai,朝阳,朝阳机场,157973,172962,19.7,21.6,104750,98393
CN,ZYDD,DDG,Dandong,Dandong Langtou Airport,40.025551,124.286598,Asia/Shanghai,丹东,丹东浪头机场,259048,83241,652.1,432.0,2053,715
CN,ZYDQ,DQA,Daqing,Daqing Sartu Airport,46.748684,125.139725,Asia/Shanghai,大庆,大庆萨尔图机场,858021,831589,1324.6,1419.9,6697,6539
CN,ZYDU,DTU,Wudalianchi,Dedu Airport,48.440556,126.127777,Asia/Shanghai,五大连池,五大连池德都机场,62942,39673,,,1336,833
CN,ZYFY,FYJ,Fuyuan,Fuyuan Dongji Airport,48.199493,134.36644,Asia/Shanghai,抚远,抚远东极机场,54435,58444,1.2,1.4,826,922
CN,ZYHB,HRB,Harbin,Harbin Taiping International Airport,45.623402,126.250298,Asia/Shanghai,哈尔滨,哈尔滨太平国际机场,20779745,20431432,135923.2,125042.0,147795,146416
CN,ZYHE,HEK,Heihe,Heihe Airport,50.171619,127.308884,Asia/Shanghai,黑河,黑河瑷珲机场,215947,180905,35.8,49.0,2730,3083
CN,ZYJD,JGD,Jiagedaqi,Jiagedaqi Airport,50.371387,124.1175,Asia/Shanghai,大兴安岭,加格达奇机场,182783,156084,97.4,73.5,3558,3281
CN,ZYJM,JMU,Jiamusi,Jiamusi Dongjiao Airport,46.845394,130.455414,Asia/Shanghai,佳木斯,佳木斯东郊机场,787594,865076,1098.6,1152.2,5891,7015
CN,ZYJS,JSJ,Jiansanjiang,Jiansanjiang,47.108055,132.656387,Asia/Shanghai,同江,建三江湿地机场,129866,82449,,,2748,1455
CN,ZYJX,JXA,Jixi,Jixi Airport,45.306084,130.99675,Asia/Shanghai,鸡西,鸡西兴凯湖机场,274482,215872,139.2,149.0,3722,3342
CN,ZYJZ,JNZ,Jinzhou,Jinzhou Bay Airport,40.936111,121.276947,Asia/Shanghai,锦州,锦州湾机场,385467,294297,801.0,809.4,3248,2568
CN,ZYLD,LDS,Yichun,Yichun Lindu Airport,47.751827,129.01799,Asia/Shanghai,伊春,伊春林都机场,161776,162113,26.2,39.6,1804,1818
CN,ZYMD,MDG,Mudanjiang,Mudanjiang Hailang Airport,44.52,129.559998,Asia/Shanghai,牡丹江,牡丹江海浪国际机场,1048088,933716,1290.0,1237.0,8128,7464
CN,ZYMH,OHE,Mohe,Mohe Gulian Airport,52.921131,122.420593,Asia/Shanghai,漠河,漠河古莲机场,84697,80735,98.6,80.0,1434,1708
CN,ZYQQ,NDG,Qiqihar,Qiqihar Sanjiazi Airport,47.316666,123.916664,Asia/Shanghai,齐齐哈尔,齐齐哈尔三家子机场,446650,409783,948.9,919.5,3532,3616
CN,ZYSQ,YSQ,Songyuan,ChaGanHu Airport,44.930561,124.550827,Asia/Shanghai,松原,松原查干湖机场,152441,159477,58.1,54.8,18286,18741
CN,ZYTL,DLC,Dalian,Dalian Zhoushuizi International Airport,38.96566,121.538597,Asia/Shanghai,大连,大连周水子国际机场,20079995,18758171,173533.8,161887.3,154976,146652
CN,ZYTN,TNH,Tonghua,Tonghua Sanyuanpu Airport,42.253887,125.703331,Asia/Shanghai,通化,通化三源浦机场,145734,116391,,,1414,1174
CN,ZYTX,SHE,Shenyang,Shenyang Taoxian International Airport,41.639839,123.483398,Asia/Shanghai,沈阳,沈阳桃仙国际机场,20544044,19027398,192477.6,168558.0,145350,137661
CN,ZYYJ,YNJ,Yanji,Yanji Chaoyangchuan Airport,42.885662,129.439362,Asia/Shanghai,延吉,延吉朝阳川国际机场,1662608,1513262,5740.6,5459.7,13996,12638
CN,ZYYK,YKH,Yingkou,Yingkou Lanqi Airport,40.540833,122.35833,Asia/Shanghai,营口,营口兰旗机场,406536,297963,276.5,71.6,4279,3156
HK,VHHH,HKG,Hong Kong,Hong Kong International Airport,22.309616,113.916237,Asia/Hong_Kong,香港,香港国际机场,,,,,,
HK,VHSS,HHP,Hong Kong,Hong Kong–Macau Ferry Terminal,22.289371,114.152153,Asia/Hong_Kong,香港,港澳客运码头,,,,,,
MO,VMMC,MFM,Macau,Macau International Airport,22.149549,113.591499,Asia/Macau,澳门,澳门国际机场,,,,,,
TW,RCBS,KNH,Kinmen,Kinmen Airport,24.427891,118.3591,Asia/Taipei,金门,金门机场,,,,,,
TW,RCFG,LZN,Matsu,Matsu Nangan Airport,26.1597,119.958397,Asia/Taipei,马祖,马祖南竿机场,,,,,,
TW,RCFN,TTT,Taitung,Taitung Airport,22.75498,121.101601,Asia/Taipei,台东,台东机场,,,,,,
TW,RCGI,GNI,Green Island,Green Island Airport,22.6739,121.466003,Asia/Taipei,绿岛,绿岛机场,,,,,,
TW,RCKH,KHH,Kaohsiung,Kaohsiung International Airport,22.577089,120.349998,Asia/Taipei,高雄,高雄国际机场,,,,,,
TW,RCKU,CYI,Chiayi,Chiayi Airport,23.461769,120.392799,Asia/Taipei,嘉义,嘉义机场,,,,,,
TW,RCKW,HTW,Hengchun,Hengchun,22.041099,120.730003,Asia/Taipei,恒春,恒春机场,,,,,,
TW,RCLY,KYD,Lanyu,Lanyu Airport,22.027,121.535003,Asia/Taipei,兰屿,兰屿机场,,,,,,
TW,RCMQ,RMQ,Taichung,Taichung Ching-Chuan-Kang Airport,24.26466,120.620499,Asia/Taipei,台中,台中清泉岗机场,,,,,,
TW,RCMT,MFK,Matsu,Matsu Beigan Airport,26.223888,120.002502,Asia/Taipei,马祖,马祖北竿机场,,,,,,
TW,RCNN,TNN,Tainan,Tainan Airport,22.950359,120.205704,Asia/Taipei,台南,台南机场,,,,,,
TW,RCQC,MZG,Penghu,Penghu Airport,23.568661,119.628304,Asia/Taipei,澎湖,澎湖机场,,,,,,
TW,RCSQ,PIF,Pingtung,Pingtung Airport,22.700199,120.482002,Asia/Taipei,屏东,屏东机场,,,,,,
TW,RCSS,TSA,Taipei,Taipei Songshan Airport,25.069719,121.552498,Asia/Taipei,台北,台北松山机场,,,,,,
TW,RCTP,TPE,Taipei,Taiwan Taoyuan International Airport,25.07773,121.232803,Asia/Taipei,台北,台湾桃园国际机场,,,,,,
TW,RCWA,WOT,Wang-An,Wang-An Airport,23.367372,119.502777,Asia/Taipei,望安,望安机场,,,,,,
TW,RCYU,HUN,Hualien,Hualien Airport,24.02372,121.616898,Asia/Taipei,花莲,花莲机场,,,,,,
